LATITUDE,LONGITUDE,EVENT_DATE,EVENT_TYPE
44.156,28.948,2019-05-20,V
44.156,28.948,2022-03-28,S
44.156,28.948,2022-07-28,P
44.156,28.948,2022-07-31,S
44.156,28.948,2022-08-04,P
44.156,28.948,2022-09-08,E
44.156,28.948,2022-12-10,S
44.611,28.929,2023-01-16,S
42.039,35.224,2020-11-16,S
41.253,29.713,2021-11-03,S
41.24,29.128,2022-03-26,S
41.852,28.098,2022-03-28,S
41.162,30.154,2022-04-06,S
41.253,29.713,2022-06-30,S
41.253,29.713,2023-02-13,E
48.34,38.324,2018-01-01,B
48.431,38.255,2018-01-01,E
47.266,37.779,2018-01-01,B
47.148,37.788,2018-01-01,B
48.569,38.525,2018-01-01,E
48.214,37.88,2018-01-01,B
48.068,37.792,2018-01-01,E
47.242,37.792,2018-01-01,E
48.622,39.499,2018-01-01,B
48.274,37.972,2018-01-01,E
48.133,37.808,2018-01-01,E
47.232,37.977,2018-01-01,E
48.429,38.009,2018-01-01,E
48.515,32.254,2018-01-01,P
48.139,37.75,2018-01-01,P
50.265,28.677,2018-01-01,P
49.594,34.541,2018-01-01,P
49.428,32.062,2018-01-01,P
48.015,37.801,2018-01-01,B
48.044,37.746,2018-01-01,E
48.459,35.039,2018-01-01,P
50.623,26.227,2018-01-01,P
48.853,37.606,2018-01-01,P
50.922,34.8,2018-01-01,P
49.556,25.606,2018-01-01,P
47.848,35.16,2018-01-01,P
49.981,36.253,2018-01-01,P
46.656,32.618,2018-01-01,P
47.909,33.393,2018-01-01,P
49.841,24.03,2018-01-01,P
46.849,35.365,2018-01-01,P
48.006,37.51,2018-01-01,S
48.723,38.635,2018-01-01,E
49.711,37.615,2018-01-01,P
50.45,30.522,2018-01-01,P
46.464,30.739,2018-01-01,V
47.297,37.908,2018-01-01,E
48.13,37.859,2018-01-01,E
48.139,37.75,2018-01-02,E
47.207,37.75,2018-01-02,B
47.945,37.547,2018-01-02,B
48.429,38.009,2018-01-02,B
48.079,37.764,2018-01-02,B
48.569,38.525,2018-01-02,E
48.262,38.043,2018-01-02,E
48.431,38.255,2018-01-02,E
48.133,37.808,2018-01-02,B
48.618,39.449,2018-01-02,E
47.148,37.788,2018-01-02,B
47.195,37.847,2018-01-02,B
47.242,37.792,2018-01-02,B
47.922,37.571,2018-01-02,B
50.465,30.465,2018-01-02,R
48.313,38.042,2018-01-03,E
47.175,37.811,2018-01-03,E
48.139,37.75,2018-01-03,B
47.148,37.788,2018-01-03,E
47.945,37.547,2018-01-03,B
48.32,37.922,2018-01-03,B
48.416,38.135,2018-01-03,B
48.068,37.792,2018-01-03,E
47.099,37.82,2018-01-03,B
48.252,37.936,2018-01-03,E
48.133,37.808,2018-01-03,B
48.274,37.972,2018-01-03,E
48.262,38.043,2018-01-03,E
48.431,38.255,2018-01-03,E
48.772,38.063,2018-01-03,B
48.584,38.357,2018-01-03,E
48.804,38.736,2018-01-03,B
48.096,37.721,2018-01-03,E
48.429,38.009,2018-01-03,E
48.633,38.378,2018-01-03,B
47.848,35.16,2018-01-03,P
47.968,37.548,2018-01-03,E
50.427,30.545,2018-01-03,P
47.943,37.505,2018-01-03,E
48.431,38.255,2018-01-04,E
48.214,37.88,2018-01-04,B
48.143,37.826,2018-01-04,E
48.1,37.825,2018-01-04,E
48.262,38.043,2018-01-04,E
48.663,39.31,2018-01-04,E
48.09,37.825,2018-01-04,E
48.274,37.972,2018-01-04,B
48.518,38.232,2018-01-04,E
47.148,37.788,2018-01-04,E
48.133,37.808,2018-01-04,B
48.172,37.86,2018-01-04,B
49.841,24.03,2018-01-04,P
50.493,30.441,2018-01-04,P
50.529,30.475,2018-01-04,S
46.656,32.618,2018-01-04,P
48.399,38.355,2018-01-05,E
48.438,38.224,2018-01-05,B
48.38,38.347,2018-01-05,E
48.431,38.255,2018-01-05,E
48.356,37.927,2018-01-05,B
48.429,38.009,2018-01-05,B
48.068,37.792,2018-01-05,B
48.143,37.826,2018-01-05,B
48.252,37.936,2018-01-05,E
48.1,37.825,2018-01-05,B
47.175,37.811,2018-01-05,E
48.186,37.95,2018-01-05,E
48.62,38.492,2018-01-05,B
47.943,37.505,2018-01-05,E
48.133,37.808,2018-01-05,B
48.03,38.468,2018-01-05,E
47.148,37.788,2018-01-05,E
47.945,37.547,2018-01-05,B
48.172,37.86,2018-01-05,E
47.242,37.792,2018-01-05,E
47.848,35.16,2018-01-05,P
47.848,35.16,2018-01-05,P
44.612,33.524,2018-01-05,P
50.427,30.545,2018-01-05,P
48.473,38.457,2018-01-06,E
48.313,38.042,2018-01-06,B
48.13,37.859,2018-01-06,E
48.079,37.764,2018-01-06,B
48.654,39.479,2018-01-06,B
48.534,38.4,2018-01-06,E
48.426,38.171,2018-01-06,B
48.139,37.75,2018-01-06,B
48.133,37.808,2018-01-06,B
47.945,37.547,2018-01-06,B
47.266,37.779,2018-01-06,E
47.148,37.788,2018-01-06,B
48.143,37.826,2018-01-06,B
48.431,38.255,2018-01-06,E
48.62,38.492,2018-01-06,B
47.242,37.792,2018-01-06,E
48.1,37.825,2018-01-06,E
47.943,37.505,2018-01-06,E
47.567,35.786,2018-01-06,P
47.848,35.16,2018-01-06,P
46.464,30.739,2018-01-06,P
50.427,30.545,2018-01-06,P
48.569,38.525,2018-01-06,S
48.015,37.801,2018-01-06,S
48.4,37.971,2018-01-06,B
48.399,38.355,2018-01-07,B
48.244,37.975,2018-01-07,E
48.13,37.859,2018-01-07,B
48.313,38.042,2018-01-07,E
48.214,37.88,2018-01-07,B
48.338,37.975,2018-01-07,E
47.175,37.811,2018-01-07,B
48.133,37.808,2018-01-07,B
47.09,37.784,2018-01-07,B
47.091,37.756,2018-01-07,B
48.274,37.972,2018-01-07,E
47.242,37.792,2018-01-07,E
48.473,38.457,2018-01-07,E
47.148,37.788,2018-01-07,B
48.096,37.721,2018-01-07,B
48.143,37.826,2018-01-07,B
47.922,37.571,2018-01-07,E
47.127,37.753,2018-01-07,B
48.015,37.801,2018-01-07,B
44.612,33.524,2018-01-07,P
48.676,39.027,2018-01-07,E
48.633,38.378,2018-01-08,E
48.143,37.826,2018-01-08,B
48.399,38.355,2018-01-08,E
47.266,37.779,2018-01-08,E
48.079,37.764,2018-01-08,B
48.429,38.009,2018-01-08,B
47.749,37.678,2018-01-08,B
47.192,37.725,2018-01-08,E
48.431,38.255,2018-01-08,E
48.438,38.224,2018-01-08,E
48.244,37.975,2018-01-08,E
48.053,37.71,2018-01-08,B
48.062,37.697,2018-01-08,E
48.067,37.666,2018-01-08,E
47.905,38.845,2018-01-08,E
48.473,38.457,2018-01-08,E
47.13,37.836,2018-01-08,B
48.068,37.792,2018-01-08,B
48.38,38.347,2018-01-08,E
47.148,37.788,2018-01-08,B
48.096,37.721,2018-01-08,E
47.099,37.82,2018-01-08,B
48.643,38.477,2018-01-08,B
47.242,37.792,2018-01-08,B
47.964,38.671,2018-01-08,E
48.133,37.808,2018-01-08,B
48.139,37.75,2018-01-08,E
51.505,31.285,2018-01-08,P
48.071,37.741,2018-01-08,B
48.044,37.746,2018-01-08,B
46.116,32.911,2018-01-08,P
49.23,28.466,2018-01-08,P
47.848,35.16,2018-01-08,P
50.427,30.545,2018-01-08,P
47.716,37.592,2018-01-08,B
48.34,38.324,2018-01-09,E
48.438,38.224,2018-01-09,E
48.429,38.009,2018-01-09,B
48.431,38.255,2018-01-09,E
48.425,38.102,2018-01-09,B
48.079,37.764,2018-01-09,B
47.297,37.908,2018-01-09,E
48.416,38.135,2018-01-09,B
47.749,37.678,2018-01-09,E
47.266,37.779,2018-01-09,B
47.148,37.788,2018-01-09,B
48.062,37.697,2018-01-09,E
47.242,37.792,2018-01-09,B
48.172,37.86,2018-01-09,E
48.619,38.428,2018-01-09,E
48.399,38.355,2018-01-09,E
48.622,39.499,2018-01-09,E
48.1,37.825,2018-01-09,B
48.377,37.964,2018-01-09,E
48.425,37.766,2018-01-09,B
48.569,38.525,2018-01-09,E
48.174,37.786,2018-01-09,E
48.143,37.826,2018-01-09,E
48.068,37.792,2018-01-09,B
48.133,37.808,2018-01-09,B
48.62,38.492,2018-01-09,B
51.24,33.203,2018-01-09,P
49.428,32.062,2018-01-09,P
51.505,31.285,2018-01-09,P
48.044,37.746,2018-01-09,E
46.116,32.911,2018-01-09,P
49.41,38.15,2018-01-09,S
46.464,30.739,2018-01-09,P
47.635,37.809,2018-01-09,B
48.34,38.324,2018-01-10,E
48.405,38.082,2018-01-10,E
48.38,38.347,2018-01-10,E
48.431,38.255,2018-01-10,E
48.244,37.975,2018-01-10,E
47.922,37.571,2018-01-10,E
48.438,38.426,2018-01-10,E
48.356,37.927,2018-01-10,E
48.416,38.135,2018-01-10,E
47.297,37.908,2018-01-10,E
48.079,37.764,2018-01-10,E
47.127,37.86,2018-01-10,E
48.313,38.042,2018-01-10,E
48.534,38.4,2018-01-10,E
48.426,38.171,2018-01-10,E
48.068,37.792,2018-01-10,E
48.214,37.88,2018-01-10,E
48.377,37.964,2018-01-10,B
48.139,37.75,2018-01-10,E
48.133,37.808,2018-01-10,B
48.143,37.826,2018-01-10,B
48.096,37.721,2018-01-10,E
48.358,38.175,2018-01-10,E
48.1,37.825,2018-01-10,B
48.067,37.666,2018-01-10,E
48.274,37.972,2018-01-10,B
48.354,38.249,2018-01-10,E
48.343,38.068,2018-01-10,E
48.311,38.161,2018-01-10,E
48.384,38.231,2018-01-10,E
48.693,38.514,2018-01-10,E
48.431,38.352,2018-01-10,E
48.172,37.86,2018-01-10,E
48.486,38.031,2018-01-10,E
47.148,37.788,2018-01-10,B
48.466,38.16,2018-01-10,E
47.991,37.586,2018-01-10,E
47.242,37.792,2018-01-10,E
48.062,37.697,2018-01-10,B
48.316,38.2,2018-01-10,E
49.556,25.606,2018-01-10,P
49.936,23.259,2018-01-10,P
46.585,30.946,2018-01-10,S
48.015,37.801,2018-01-10,V
49.962,23.16,2018-01-10,P
49.804,22.985,2018-01-10,P
48.292,25.94,2018-01-10,E
50.231,23.621,2018-01-10,P
51.188,23.811,2018-01-10,P
50.427,30.545,2018-01-10,P
48.015,37.801,2018-01-10,S
48.429,38.009,2018-01-10,B
47.127,37.753,2018-01-11,B
48.38,38.347,2018-01-11,B
48.431,38.255,2018-01-11,E
48.426,38.171,2018-01-11,B
48.067,37.666,2018-01-11,E
48.584,38.357,2018-01-11,B
47.099,37.82,2018-01-11,B
47.207,37.75,2018-01-11,E
48.611,39.38,2018-01-11,E
47.148,37.788,2018-01-11,B
48.03,38.766,2018-01-11,E
48.416,38.135,2018-01-11,E
47.749,37.678,2018-01-11,B
48.143,37.826,2018-01-11,B
48.466,38.16,2018-01-11,E
47.127,37.86,2018-01-11,E
48.133,37.808,2018-01-11,B
47.943,39.138,2018-01-11,E
48.078,38.904,2018-01-11,E
47.172,37.854,2018-01-11,E
48.1,37.825,2018-01-11,B
47.964,38.671,2018-01-11,E
48.693,38.514,2018-01-11,E
47.242,37.792,2018-01-11,B
48.534,38.4,2018-01-11,E
48.643,38.477,2018-01-11,B
48.732,39.31,2018-01-11,E
47.235,37.926,2018-01-11,E
48.274,37.972,2018-01-11,B
47.181,37.861,2018-01-11,E
48.309,39.019,2018-01-11,E
49.981,36.253,2018-01-11,P
47.835,37.567,2018-01-11,E
48.067,37.666,2018-01-11,E
48.015,37.801,2018-01-11,E
49.841,24.03,2018-01-11,P
50.623,26.227,2018-01-11,P
50.45,30.522,2018-01-11,S
50.427,30.545,2018-01-11,P
50.427,30.545,2018-01-11,P
47.63,37.843,2018-01-11,E
48.567,39.317,2018-01-12,B
48.139,37.75,2018-01-12,B
48.569,38.525,2018-01-12,B
48.431,38.255,2018-01-12,B
47.099,37.82,2018-01-12,B
48.079,37.764,2018-01-12,E
48.707,39.262,2018-01-12,B
48.473,38.457,2018-01-12,B
47.148,37.788,2018-01-12,B
48.429,38.009,2018-01-12,B
47.945,37.547,2018-01-12,E
47.107,37.938,2018-01-12,E
47.127,37.86,2018-01-12,E
48.654,39.479,2018-01-12,B
48.534,38.4,2018-01-12,E
48.669,38.485,2018-01-12,B
47.154,37.862,2018-01-12,B
48.498,38.29,2018-01-12,E
47.175,37.811,2018-01-12,E
48.133,37.808,2018-01-12,B
48.431,38.352,2018-01-12,E
48.38,38.347,2018-01-12,E
47.943,37.505,2018-01-12,E
47.266,37.779,2018-01-12,B
48.096,37.721,2018-01-12,E
48.426,38.171,2018-01-12,B
48.053,37.71,2018-01-12,B
47.127,37.753,2018-01-12,E
48.459,35.039,2018-01-12,P
48.071,37.741,2018-01-12,E
46.032,34.547,2018-01-12,P
46.464,30.739,2018-01-12,P
47.95,37.614,2018-01-12,E
47.635,37.809,2018-01-12,B
47.716,37.592,2018-01-12,S
47.749,37.678,2018-01-12,E
48.139,37.75,2018-01-13,E
48.426,38.171,2018-01-13,B
47.148,37.788,2018-01-13,B
48.432,38.068,2018-01-13,B
48.425,38.102,2018-01-13,B
48.13,37.859,2018-01-13,B
47.266,37.779,2018-01-13,E
48.068,37.792,2018-01-13,E
48.174,37.786,2018-01-13,B
48.771,38.797,2018-01-13,E
48.749,38.806,2018-01-13,E
47.127,37.753,2018-01-13,E
48.143,37.826,2018-01-13,E
48.462,38.275,2018-01-13,E
48.569,38.525,2018-01-13,E
48.133,37.808,2018-01-13,B
48.172,37.86,2018-01-13,E
48.534,38.4,2018-01-13,E
47.951,37.549,2018-01-13,B
47.242,37.792,2018-01-13,E
48.071,37.741,2018-01-13,B
44.612,33.524,2018-01-13,S
48.459,35.039,2018-01-13,S
50.493,30.441,2018-01-13,P
47.95,37.614,2018-01-13,B
47.63,37.843,2018-01-13,B
47.635,37.809,2018-01-13,E
46.184,30.345,2018-01-13,E
48.214,37.88,2018-01-13,B
48.38,38.347,2018-01-14,S
48.685,39.181,2018-01-14,E
48.313,38.042,2018-01-14,B
48.431,38.255,2018-01-14,B
48.426,38.171,2018-01-14,E
47.127,37.86,2018-01-14,B
48.534,38.4,2018-01-14,E
48.432,38.068,2018-01-14,E
48.139,37.75,2018-01-14,B
48.174,37.786,2018-01-14,B
48.068,37.792,2018-01-14,E
47.148,37.788,2018-01-14,B
48.677,39.389,2018-01-14,E
48.62,38.492,2018-01-14,B
47.192,37.725,2018-01-14,E
47.242,37.792,2018-01-14,E
48.143,37.826,2018-01-14,B
48.096,37.721,2018-01-14,E
48.133,37.808,2018-01-14,B
48.619,38.428,2018-01-14,E
48.654,39.405,2018-01-14,E
48.569,38.525,2018-01-14,E
50.922,34.8,2018-01-14,P
49.556,25.606,2018-01-14,P
48.015,37.801,2018-01-14,B
47.968,37.548,2018-01-14,E
48.015,37.801,2018-01-14,E
46.464,30.739,2018-01-14,P
47.63,37.843,2018-01-14,B
48.015,37.801,2018-01-14,S
48.4,37.971,2018-01-14,E
48.38,38.347,2018-01-15,E
48.356,37.927,2018-01-15,E
47.749,37.678,2018-01-15,B
47.175,37.811,2018-01-15,E
48.174,37.786,2018-01-15,B
47.148,37.788,2018-01-15,B
48.416,38.135,2018-01-15,E
48.431,38.255,2018-01-15,E
48.139,37.75,2018-01-15,B
48.438,38.224,2018-01-15,E
48.133,37.808,2018-01-15,B
48.643,38.477,2018-01-15,E
48.462,38.275,2018-01-15,B
48.096,37.721,2018-01-15,B
48.015,37.801,2018-01-15,E
48.669,38.485,2018-01-15,S
48.139,37.75,2018-01-15,E
48.015,37.801,2018-01-15,S
50.45,30.522,2018-01-15,P
46.464,30.739,2018-01-15,P
47.573,37.878,2018-01-15,S
48.732,39.31,2018-01-15,S
48.015,37.801,2018-01-15,S
47.099,37.82,2018-01-15,B
48.429,38.009,2018-01-15,B
48.534,38.4,2018-01-16,E
47.148,37.788,2018-01-16,E
48.431,38.255,2018-01-16,B
48.356,37.927,2018-01-16,E
47.175,37.811,2018-01-16,E
47.749,37.678,2018-01-16,B
48.926,39.154,2018-01-16,E
48.643,38.477,2018-01-16,E
48.384,38.231,2018-01-16,B
48.128,37.669,2018-01-16,E
48.723,38.635,2018-01-16,B
48.569,38.525,2018-01-16,E
48.133,37.808,2018-01-16,B
48.462,38.275,2018-01-16,B
47.145,37.856,2018-01-16,B
47.266,37.779,2018-01-16,E
47.848,35.16,2018-01-16,P
48.015,37.801,2018-01-16,B
48.139,37.75,2018-01-16,E
50.427,30.545,2018-01-16,R
50.465,30.465,2018-01-16,P
50.427,30.545,2018-01-16,P
47.63,37.843,2018-01-16,B
47.716,37.592,2018-01-16,B
50.427,30.545,2018-01-16,P
47.774,37.634,2018-01-17,B
48.214,37.88,2018-01-17,B
47.749,37.678,2018-01-17,B
48.431,38.255,2018-01-17,B
47.175,37.811,2018-01-17,E
47.457,37.868,2018-01-17,B
48.067,37.666,2018-01-17,B
48.139,37.75,2018-01-17,B
47.148,37.788,2018-01-17,B
48.569,38.525,2018-01-17,E
48.384,38.231,2018-01-17,B
48.128,37.669,2018-01-17,E
48.079,37.764,2018-01-17,E
48.133,37.808,2018-01-17,B
47.242,37.792,2018-01-17,E
48.62,38.492,2018-01-17,E
48.096,37.721,2018-01-17,B
47.172,37.854,2018-01-17,B
47.127,37.753,2018-01-17,B
47.09,37.784,2018-01-17,B
48.607,39.584,2018-01-17,E
46.656,32.618,2018-01-17,P
49.23,28.466,2018-01-17,P
48.015,37.801,2018-01-17,E
49.981,36.253,2018-01-17,P
50.231,23.621,2018-01-17,P
50.759,25.342,2018-01-17,P
49.804,22.985,2018-01-17,P
50.623,26.227,2018-01-17,P
49.841,24.03,2018-01-17,P
50.427,30.545,2018-01-17,P
50.427,30.545,2018-01-17,P
47.716,37.592,2018-01-17,B
48.061,37.712,2018-01-17,E
47.749,37.678,2018-01-18,B
48.714,38.488,2018-01-18,B
48.38,38.347,2018-01-18,E
48.707,39.262,2018-01-18,E
48.473,38.457,2018-01-18,E
48.431,38.255,2018-01-18,B
48.741,39.235,2018-01-18,B
48.731,37.582,2018-01-18,B
48.311,38.161,2018-01-18,E
48.096,37.721,2018-01-18,E
47.195,37.847,2018-01-18,E
48.1,37.825,2018-01-18,E
48.431,38.352,2018-01-18,E
48.143,37.826,2018-01-18,B
48.619,38.428,2018-01-18,B
48.282,37.775,2018-01-18,E
48.139,37.75,2018-01-18,B
48.466,38.16,2018-01-18,B
48.498,38.29,2018-01-18,E
48.534,38.4,2018-01-18,E
48.398,37.917,2018-01-18,E
48.569,38.525,2018-01-18,B
48.426,38.171,2018-01-18,E
48.462,38.275,2018-01-18,E
48.294,38.312,2018-01-18,E
48.133,37.808,2018-01-18,B
48.068,37.792,2018-01-18,B
48.926,39.154,2018-01-18,E
48.696,38.674,2018-01-18,E
48.015,37.801,2018-01-18,S
47.601,37.497,2018-01-18,E
49.841,24.03,2018-01-18,P
50.45,30.522,2018-01-18,S
48.698,38.981,2018-01-18,S
47.531,37.564,2018-01-18,S
48.046,37.969,2018-01-19,E
48.431,38.255,2018-01-19,B
47.127,37.86,2018-01-19,E
47.099,37.82,2018-01-19,B
48.079,37.764,2018-01-19,E
48.654,39.479,2018-01-19,B
47.148,37.788,2018-01-19,E
47.175,37.811,2018-01-19,E
48.139,37.75,2018-01-19,E
47.242,37.792,2018-01-19,E
48.679,38.514,2018-01-19,E
48.462,38.275,2018-01-19,E
48.622,39.499,2018-01-19,E
48.569,38.525,2018-01-19,E
48.416,38.135,2018-01-19,E
48.727,38.968,2018-01-19,B
48.384,38.231,2018-01-19,B
48.262,38.043,2018-01-19,B
48.096,37.721,2018-01-19,E
48.358,38.175,2018-01-19,E
48.486,38.258,2018-01-19,E
48.133,37.808,2018-01-19,B
47.848,35.16,2018-01-19,P
50.317,30.298,2018-01-19,P
46.585,30.946,2018-01-19,S
47.63,37.843,2018-01-19,B
50.465,30.465,2018-01-19,P
48.4,37.971,2018-01-19,B
47.235,37.926,2018-01-20,B
47.127,37.86,2018-01-20,B
49.278,38.911,2018-01-20,B
47.228,37.877,2018-01-20,B
48.431,38.255,2018-01-20,B
47.099,37.82,2018-01-20,B
47.148,37.788,2018-01-20,B
48.429,38.009,2018-01-20,E
48.062,37.697,2018-01-20,B
47.235,37.864,2018-01-20,E
48.061,37.712,2018-01-20,B
48.356,37.927,2018-01-20,B
47.175,37.811,2018-01-20,B
48.139,37.75,2018-01-20,B
47.945,37.547,2018-01-20,B
48.128,37.669,2018-01-20,E
48.748,38.869,2018-01-20,B
48.618,39.449,2018-01-20,E
48.462,38.275,2018-01-20,E
48.143,37.826,2018-01-20,B
48.771,38.797,2018-01-20,B
48.053,37.71,2018-01-20,B
48.384,38.231,2018-01-20,E
47.107,37.938,2018-01-20,B
48.096,37.721,2018-01-20,B
48.133,37.808,2018-01-20,B
48.669,38.485,2018-01-20,B
48.735,38.934,2018-01-20,E
48.569,38.525,2018-01-20,B
49.068,33.42,2018-01-20,P
48.071,37.741,2018-01-20,B
46.464,30.739,2018-01-20,B
50.493,30.441,2018-01-20,P
50.427,30.545,2018-01-20,P
47.635,37.809,2018-01-20,B
47.207,37.75,2018-01-20,E
48.209,37.793,2018-01-20,B
48.431,38.255,2018-01-21,B
48.38,38.347,2018-01-21,E
48.172,37.86,2018-01-21,E
47.805,37.577,2018-01-21,B
48.473,38.457,2018-01-21,E
47.148,37.788,2018-01-21,B
48.618,39.449,2018-01-21,E
48.133,37.808,2018-01-21,B
48.068,37.792,2018-01-21,E
48.619,38.428,2018-01-21,B
48.1,37.825,2018-01-21,B
48.62,38.492,2018-01-21,S
48.015,37.801,2018-01-21,S
47.13,37.571,2018-01-21,S
47.83,37.647,2018-01-21,V
48.4,37.971,2018-01-21,B
47.749,37.678,2018-01-21,E
48.34,38.324,2018-01-22,E
47.749,37.678,2018-01-22,E
48.534,38.4,2018-01-22,E
48.431,38.255,2018-01-22,B
48.214,37.88,2018-01-22,B
48.429,38.009,2018-01-22,B
48.079,37.764,2018-01-22,B
47.09,37.784,2018-01-22,E
48.462,38.275,2018-01-22,E
48.384,38.231,2018-01-22,B
48.599,38.592,2018-01-22,E
48.294,38.312,2018-01-22,E
48.643,39.031,2018-01-22,E
48.133,37.808,2018-01-22,B
48.139,37.75,2018-01-22,E
47.315,37.845,2018-01-22,E
48.929,39.051,2018-01-22,E
47.774,37.634,2018-01-22,E
48.431,38.352,2018-01-22,E
48.749,38.806,2018-01-22,B
48.438,38.426,2018-01-22,E
48.143,37.826,2018-01-22,B
48.569,38.525,2018-01-22,E
48.608,38.246,2018-01-22,E
48.861,38.327,2018-01-22,E
48.473,38.457,2018-01-22,E
48.13,37.859,2018-01-22,E
48.592,38.301,2018-01-22,E
48.438,38.531,2018-01-22,E
47.848,35.16,2018-01-22,P
49.841,24.03,2018-01-22,P
48.015,37.801,2018-01-22,B
48.139,37.75,2018-01-22,E
47.716,37.592,2018-01-22,E
48.313,38.042,2018-01-22,S
48.4,37.971,2018-01-22,B
48.38,38.347,2018-01-23,E
47.242,37.792,2018-01-23,E
48.384,38.231,2018-01-23,B
47.148,37.788,2018-01-23,B
48.354,38.249,2018-01-23,B
48.451,38.563,2018-01-23,E
47.945,37.547,2018-01-23,B
48.431,38.255,2018-01-23,B
48.133,37.808,2018-01-23,B
47.968,37.548,2018-01-23,E
48.567,39.317,2018-01-23,S
50.427,30.545,2018-01-23,P
50.465,30.465,2018-01-23,P
50.465,30.465,2018-01-23,P
48.343,38.068,2018-01-23,S
47.41,38.025,2018-01-23,S
48.015,37.801,2018-01-23,S
45.058,33.934,2018-01-23,V
47.749,37.678,2018-01-23,E
48.771,38.894,2018-01-24,B
47.127,37.753,2018-01-24,E
48.654,39.479,2018-01-24,B
48.214,37.88,2018-01-24,B
48.356,37.927,2018-01-24,B
47.749,37.678,2018-01-24,B
48.079,37.764,2018-01-24,B
48.13,37.859,2018-01-24,E
47.266,37.779,2018-01-24,B
47.148,37.788,2018-01-24,B
48.143,37.826,2018-01-24,B
48.172,37.86,2018-01-24,E
48.068,37.792,2018-01-24,B
48.354,38.249,2018-01-24,E
48.619,38.428,2018-01-24,E
48.1,37.825,2018-01-24,B
48.133,37.808,2018-01-24,B
48.431,38.255,2018-01-24,B
50.4,30.681,2018-01-24,P
47.127,37.86,2018-01-24,E
47.145,37.856,2018-01-24,E
47.266,37.779,2018-01-25,E
47.148,37.788,2018-01-25,E
48.213,38.153,2018-01-25,E
48.364,37.489,2018-01-25,E
48.438,38.985,2018-01-25,E
48.412,38.385,2018-01-25,E
48.1,37.825,2018-01-25,E
48.133,37.808,2018-01-25,B
48.444,39.055,2018-01-25,E
48.431,38.255,2018-01-25,B
48.139,37.75,2018-01-25,B
48.377,37.964,2018-01-25,B
48.379,26.087,2018-01-25,P
48.015,37.801,2018-01-25,B
48.015,37.801,2018-01-25,V
50.45,30.522,2018-01-25,S
47.716,37.592,2018-01-25,E
47.63,37.843,2018-01-25,B
50.45,30.522,2018-01-25,R
48.4,37.971,2018-01-25,B
48.214,37.88,2018-01-25,B
48.633,38.378,2018-01-26,B
48.139,37.75,2018-01-26,B
48.143,37.826,2018-01-26,B
48.079,37.764,2018-01-26,E
48.13,37.859,2018-01-26,B
48.622,39.499,2018-01-26,E
48.096,37.721,2018-01-26,B
47.242,37.792,2018-01-26,E
48.868,38.898,2018-01-26,E
48.38,38.347,2018-01-26,B
48.619,38.428,2018-01-26,E
48.133,37.808,2018-01-26,B
48.607,39.584,2018-01-26,E
48.431,38.255,2018-01-26,B
48.015,37.801,2018-01-26,E
48.459,35.039,2018-01-26,P
48.139,37.75,2018-01-26,E
50.427,30.454,2018-01-26,P
50.45,30.522,2018-01-26,S
47.635,37.809,2018-01-26,B
48.38,38.347,2018-01-27,E
48.079,37.764,2018-01-27,B
48.641,39.404,2018-01-27,E
48.462,38.275,2018-01-27,B
48.172,37.86,2018-01-27,E
48.677,38.912,2018-01-27,E
47.148,37.788,2018-01-27,E
48.1,37.825,2018-01-27,B
47.242,37.792,2018-01-27,E
48.096,37.721,2018-01-27,B
48.133,37.808,2018-01-27,B
48.431,38.255,2018-01-27,B
48.143,37.826,2018-01-27,B
51.505,31.285,2018-01-27,P
49.981,36.253,2018-01-27,P
50.309,30.518,2018-01-27,P
50.465,30.465,2018-01-27,P
48.431,38.255,2018-01-28,B
47.099,37.82,2018-01-28,E
48.534,38.4,2018-01-28,B
48.214,37.88,2018-01-28,B
48.569,38.525,2018-01-28,B
48.38,38.347,2018-01-28,E
48.079,37.764,2018-01-28,B
48.13,37.859,2018-01-28,B
48.429,38.009,2018-01-28,B
47.922,37.571,2018-01-28,B
48.67,38.367,2018-01-28,B
48.244,37.975,2018-01-28,E
48.462,38.275,2018-01-28,E
48.262,38.043,2018-01-28,E
48.096,37.721,2018-01-28,B
48.139,37.75,2018-01-28,B
48.143,37.826,2018-01-28,B
47.148,37.788,2018-01-28,B
48.332,38.377,2018-01-28,E
48.377,37.964,2018-01-28,E
48.757,38.691,2018-01-28,E
48.133,37.808,2018-01-28,B
47.13,37.836,2018-01-28,B
48.618,39.449,2018-01-28,E
48.274,37.972,2018-01-28,E
48.622,39.499,2018-01-28,B
49.841,24.03,2018-01-28,R
48.071,37.741,2018-01-28,E
49.841,24.03,2018-01-28,P
50.465,30.465,2018-01-28,P
48.174,37.786,2018-01-29,B
47.922,37.571,2018-01-29,B
47.573,37.878,2018-01-29,B
47.542,37.86,2018-01-29,B
48.771,38.894,2018-01-29,E
48.431,38.255,2018-01-29,B
48.143,37.826,2018-01-29,B
48.096,37.721,2018-01-29,B
48.789,39.308,2018-01-29,E
48.133,37.808,2018-01-29,B
47.172,37.854,2018-01-29,B
48.748,38.869,2018-01-29,E
48.262,38.043,2018-01-29,E
48.745,38.907,2018-01-29,B
48.13,37.859,2018-01-29,B
48.622,39.499,2018-01-29,E
48.663,39.31,2018-01-29,E
48.771,38.797,2018-01-29,B
49.981,36.253,2018-01-29,E
50.18,28.735,2018-01-29,S
