LATITUDE,LONGITUDE,EVENT_DATE,EVENT_TYPE
44.95,34.102,2020-12-12,P
47.148,37.788,2020-12-12,E
48.214,37.88,2020-12-12,B
48.679,38.514,2020-12-12,B
48.431,38.255,2020-12-12,E
47.943,37.505,2020-12-12,E
48.619,38.428,2020-12-12,B
48.384,38.231,2020-12-12,E
47.951,37.549,2020-12-12,E
48.63,38.549,2020-12-12,B
48.648,38.421,2020-12-12,E
47.968,37.548,2020-12-12,E
46.464,30.739,2020-12-12,P
50.427,30.545,2020-12-12,P
47.145,37.856,2020-12-12,E
47.148,37.788,2020-12-13,E
47.207,37.75,2020-12-13,B
48.096,37.667,2020-12-13,E
48.356,37.927,2020-12-13,B
48.643,38.477,2020-12-13,B
48.38,38.347,2020-12-13,E
47.127,37.753,2020-12-13,E
48.619,38.428,2020-12-13,E
48.372,37.888,2020-12-13,E
50.45,30.522,2020-12-13,P
51.017,30.033,2020-12-13,S
47.175,37.811,2020-12-13,B
47.172,37.854,2020-12-13,E
48.061,37.712,2020-12-13,E
48.553,39.174,2020-12-13,B
48.38,37.934,2020-12-14,E
48.139,37.75,2020-12-14,B
48.067,37.666,2020-12-14,B
48.672,38.56,2020-12-14,E
48.62,38.492,2020-12-14,E
50.265,28.677,2020-12-14,P
48.619,38.428,2020-12-14,E
48.648,38.421,2020-12-14,E
50.427,30.545,2020-12-14,P
50.493,30.441,2020-12-14,P
48.1,37.825,2020-12-14,B
48.061,37.712,2020-12-14,B
48.09,37.825,2020-12-14,B
48.377,37.964,2020-12-14,E
47.848,35.16,2020-12-15,R
47.148,37.788,2020-12-15,B
48.096,37.721,2020-12-15,B
48.139,37.75,2020-12-15,B
48.38,37.934,2020-12-15,B
48.343,37.942,2020-12-15,E
48.41,37.91,2020-12-15,E
48.172,37.86,2020-12-15,E
48.143,37.826,2020-12-15,E
48.209,37.793,2020-12-15,E
48.534,38.4,2020-12-15,E
50.427,30.545,2020-12-15,R
50.427,30.545,2020-12-15,P
50.427,30.545,2020-12-15,P
50.465,30.465,2020-12-15,P
48.377,37.964,2020-12-15,B
47.922,37.571,2020-12-15,B
48.09,37.825,2020-12-15,B
48.13,37.859,2020-12-15,B
48.079,37.764,2020-12-15,E
47.145,37.856,2020-12-15,E
48.061,37.712,2020-12-15,E
47.148,37.788,2020-12-16,E
44.853,34.976,2020-12-16,P
48.38,37.934,2020-12-16,E
48.515,32.254,2020-12-16,P
48.715,38.7,2020-12-16,B
48.133,37.808,2020-12-16,E
47.127,37.753,2020-12-16,B
49.841,24.03,2020-12-16,P
50.465,30.465,2020-12-16,P
50.465,30.465,2020-12-16,P
50.327,30.568,2020-12-16,P
48.377,37.964,2020-12-16,B
47.175,37.811,2020-12-16,E
48.459,35.039,2020-12-16,V
47.148,37.788,2020-12-17,B
49.841,24.03,2020-12-17,S
48.214,37.88,2020-12-17,B
47.099,37.82,2020-12-17,B
48.139,37.75,2020-12-17,B
48.707,39.262,2020-12-17,E
48.62,38.492,2020-12-17,B
47.13,37.836,2020-12-17,E
48.133,37.808,2020-12-17,E
48.096,37.721,2020-12-17,E
48.308,38.072,2020-12-17,E
48.316,38.132,2020-12-17,E
50.427,30.545,2020-12-17,P
50.427,30.545,2020-12-17,P
50.427,30.545,2020-12-17,P
51.017,30.033,2020-12-17,S
47.951,37.549,2020-12-17,E
47.145,37.856,2020-12-17,E
48.09,37.825,2020-12-17,E
47.148,37.788,2020-12-18,B
47.848,35.16,2020-12-18,P
48.139,37.75,2020-12-18,B
48.133,37.808,2020-12-18,B
48.596,38.753,2020-12-18,E
48.209,37.793,2020-12-18,E
48.068,37.792,2020-12-18,E
47.13,37.836,2020-12-18,E
48.006,37.51,2020-12-18,E
48.121,37.831,2020-12-18,E
50.427,30.545,2020-12-18,P
50.493,30.441,2020-12-18,R
48.1,37.825,2020-12-18,B
47.154,37.862,2020-12-18,E
47.145,37.856,2020-12-18,E
47.148,37.788,2020-12-19,E
48.356,37.927,2020-12-19,B
48.38,37.934,2020-12-19,E
47.266,37.779,2020-12-19,S
48.139,37.75,2020-12-19,E
47.242,37.792,2020-12-19,B
48.377,37.964,2020-12-19,E
48.343,37.942,2020-12-19,E
50.415,30.358,2020-12-19,P
47.148,37.788,2020-12-20,B
48.174,37.786,2020-12-20,E
47.266,37.779,2020-12-20,B
48.067,37.666,2020-12-20,B
48.139,37.75,2020-12-20,B
48.356,37.927,2020-12-20,B
47.099,37.82,2020-12-20,B
48.133,37.808,2020-12-20,E
48.58,39.565,2020-12-20,E
48.343,38.068,2020-12-20,B
48.079,37.764,2020-12-20,B
47.13,37.836,2020-12-20,E
50.959,28.638,2020-12-20,P
48.1,37.825,2020-12-20,B
48.343,37.942,2020-12-20,E
47.145,37.856,2020-12-20,E
50.415,30.358,2020-12-20,P
47.148,37.788,2020-12-21,B
47.848,35.16,2020-12-21,P
49.841,24.03,2020-12-21,P
48.356,37.927,2020-12-21,B
48.38,37.934,2020-12-21,B
48.679,38.514,2020-12-21,E
48.431,38.255,2020-12-21,B
48.672,38.56,2020-12-21,B
48.683,38.551,2020-12-21,B
47.207,37.75,2020-12-21,B
48.692,38.604,2020-12-21,B
47.099,37.82,2020-12-21,B
48.648,38.421,2020-12-21,E
48.61,38.333,2020-12-21,E
48.633,38.378,2020-12-21,E
48.345,33.519,2020-12-21,P
50.427,30.545,2020-12-21,P
50.427,30.545,2020-12-21,P
50.465,30.465,2020-12-21,P
49.981,36.253,2020-12-21,P
48.377,37.964,2020-12-21,E
50.329,30.706,2020-12-21,V
50.415,30.358,2020-12-21,P
47.148,37.788,2020-12-22,B
44.853,34.976,2020-12-22,P
48.431,38.255,2020-12-22,E
48.356,37.927,2020-12-22,B
48.696,38.674,2020-12-22,E
48.34,38.324,2020-12-22,E
48.515,32.254,2020-12-22,P
48.671,38.603,2020-12-22,B
48.133,37.808,2020-12-22,B
48.636,38.639,2020-12-22,E
48.384,38.231,2020-12-22,B
48.669,38.485,2020-12-22,E
47.127,37.753,2020-12-22,E
48.143,37.826,2020-12-22,E
48.63,38.549,2020-12-22,E
46.464,30.739,2020-12-22,P
50.427,30.545,2020-12-22,P
50.465,30.465,2020-12-22,P
48.377,37.964,2020-12-22,B
48.244,37.975,2020-12-22,E
47.145,37.856,2020-12-22,E
50.415,30.358,2020-12-22,P
47.148,37.788,2020-12-23,E
48.139,37.75,2020-12-23,E
47.192,37.725,2020-12-23,B
49.594,34.541,2020-12-23,P
48.1,37.825,2020-12-23,B
50.465,30.465,2020-12-23,P
48.808,23.323,2020-12-23,V
48.377,37.964,2020-12-23,B
48.006,37.51,2020-12-24,E
48.38,37.934,2020-12-24,B
47.148,37.788,2020-12-24,E
49.841,24.03,2020-12-24,P
49.428,32.062,2020-12-24,P
48.133,37.808,2020-12-24,B
48.068,37.792,2020-12-24,E
48.143,37.826,2020-12-24,E
48.053,37.71,2020-12-24,E
48.174,37.786,2020-12-24,B
48.209,37.793,2020-12-24,E
48.214,37.88,2020-12-24,E
48.172,37.86,2020-12-24,E
48.139,37.75,2020-12-24,E
48.627,38.972,2020-12-24,E
48.715,38.7,2020-12-24,E
48.062,37.697,2020-12-24,E
48.748,38.869,2020-12-24,E
48.669,38.754,2020-12-24,E
50.415,30.358,2020-12-24,P
47.148,37.788,2020-12-25,B
48.133,37.808,2020-12-25,B
48.079,37.764,2020-12-25,E
47.099,37.82,2020-12-25,E
50.016,32.997,2020-12-25,P
47.968,37.548,2020-12-25,E
50.465,30.465,2020-12-25,P
47.175,37.811,2020-12-25,E
47.172,37.854,2020-12-25,E
47.145,37.856,2020-12-25,E
47.767,37.58,2020-12-26,B
48.568,38.644,2020-12-26,B
48.079,37.764,2020-12-26,E
47.148,37.788,2020-12-26,E
47.242,37.792,2020-12-26,E
50.415,30.358,2020-12-26,P
47.127,37.753,2020-12-27,B
48.139,37.75,2020-12-27,E
47.943,37.505,2020-12-27,B
48.431,38.255,2020-12-27,E
48.133,37.808,2020-12-27,B
48.426,38.171,2020-12-27,E
47.148,37.788,2020-12-27,B
47.315,37.845,2020-12-27,E
47.242,37.792,2020-12-27,E
47.13,37.836,2020-12-27,E
47.099,37.82,2020-12-27,B
48.771,39.119,2020-12-27,E
47.145,37.856,2020-12-27,E
48.619,38.428,2020-12-28,B
48.139,37.75,2020-12-28,E
47.943,37.505,2020-12-28,E
47.148,37.788,2020-12-28,E
47.316,37.809,2020-12-28,B
48.356,37.927,2020-12-28,E
48.438,38.224,2020-12-28,E
49.556,25.606,2020-12-28,P
48.121,37.831,2020-12-28,B
48.174,37.786,2020-12-28,E
48.1,37.825,2020-12-28,B
47.13,37.836,2020-12-28,E
48.133,37.808,2020-12-28,E
49.981,36.253,2020-12-28,P
50.465,30.465,2020-12-28,R
47.172,37.854,2020-12-28,E
48.343,37.942,2020-12-28,E
47.951,37.549,2020-12-28,E
47.145,37.856,2020-12-28,E
47.148,37.788,2020-12-29,B
48.139,37.75,2020-12-29,E
47.192,37.725,2020-12-29,E
48.06,37.575,2020-12-29,E
47.13,37.836,2020-12-29,B
47.099,37.82,2020-12-29,E
48.338,37.975,2020-12-29,B
48.209,37.793,2020-12-29,E
48.683,38.551,2020-12-29,E
47.408,37.898,2020-12-29,E
48.079,37.764,2020-12-29,E
50.465,30.465,2020-12-29,P
47.175,37.811,2020-12-29,E
47.145,37.856,2020-12-29,E
47.542,37.781,2020-12-30,E
48.139,37.75,2020-12-30,E
48.633,38.378,2020-12-30,B
47.127,37.753,2020-12-30,B
48.735,38.495,2020-12-30,E
48.619,38.428,2020-12-30,E
48.068,37.792,2020-12-30,E
48.62,38.492,2020-12-30,E
47.951,37.549,2020-12-30,E
49.23,28.466,2020-12-30,P
49.981,36.253,2020-12-30,P
50.427,30.454,2020-12-30,P
49.981,36.253,2020-12-30,P
49.981,36.253,2020-12-30,P
49.981,36.253,2020-12-30,P
47.991,37.586,2020-12-30,B
48.1,37.825,2020-12-30,E
47.099,37.82,2020-12-31,E
47.542,37.781,2020-12-31,B
47.192,37.725,2020-12-31,E
48.534,35.871,2020-12-31,P
47.148,37.788,2020-12-31,B
48.139,37.75,2020-12-31,E
47.148,37.788,2021-01-01,B
49.841,24.03,2021-01-01,P
48.139,37.75,2021-01-01,B
48.426,38.171,2021-01-01,B
48.706,38.149,2021-01-01,S
47.266,37.779,2021-01-01,B
48.679,38.514,2021-01-01,E
49.428,32.062,2021-01-01,P
48.922,24.71,2021-01-01,P
48.53,25.041,2021-01-01,P
48.121,37.831,2021-01-01,E
47.175,37.811,2021-01-01,E
48.643,38.477,2021-01-01,E
49.556,25.606,2021-01-01,P
50.759,25.342,2021-01-01,P
50.623,26.227,2021-01-01,P
47.571,34.396,2021-01-01,P
48.459,35.039,2021-01-01,P
46.656,32.618,2021-01-01,P
48.459,35.039,2021-01-01,P
50.45,30.522,2021-01-01,P
47.635,37.809,2021-01-01,B
48.377,37.964,2021-01-01,B
47.63,37.843,2021-01-01,B
48.079,37.764,2021-01-01,B
47.127,37.753,2021-01-02,B
48.067,37.666,2021-01-02,E
47.266,37.779,2021-01-02,B
47.13,37.836,2021-01-02,B
48.377,37.964,2021-01-02,B
48.1,37.825,2021-01-02,B
47.922,37.571,2021-01-02,B
47.387,37.936,2021-01-02,B
48.384,38.231,2021-01-02,E
48.922,24.71,2021-01-02,S
47.148,37.788,2021-01-03,B
48.438,38.224,2021-01-03,E
48.356,37.927,2021-01-03,B
47.127,37.753,2021-01-03,E
47.943,37.505,2021-01-03,E
48.006,37.51,2021-01-03,E
48.067,37.666,2021-01-03,E
48.121,37.831,2021-01-03,B
48.1,37.825,2021-01-03,E
48.139,37.75,2021-01-03,E
48.343,37.942,2021-01-03,E
47.991,37.586,2021-01-03,E
48.09,37.825,2021-01-03,E
47.145,37.856,2021-01-03,E
50.016,32.997,2021-01-04,P
47.148,37.788,2021-01-04,E
47.127,37.753,2021-01-04,E
48.431,38.255,2021-01-04,E
47.207,37.75,2021-01-04,B
48.643,38.477,2021-01-04,E
48.377,37.964,2021-01-04,E
48.133,37.808,2021-01-04,E
48.143,37.826,2021-01-04,E
48.209,37.793,2021-01-04,E
48.079,37.764,2021-01-04,E
48.1,37.825,2021-01-04,E
47.145,37.856,2021-01-04,E
47.148,37.788,2021-01-05,B
47.242,37.792,2021-01-05,B
47.207,37.75,2021-01-05,B
48.139,37.75,2021-01-05,E
48.671,38.603,2021-01-05,B
48.62,38.492,2021-01-05,B
48.643,38.477,2021-01-05,E
48.633,38.378,2021-01-05,E
48.738,38.312,2021-01-05,E
48.669,38.305,2021-01-05,E
48.697,38.385,2021-01-05,E
48.068,37.792,2021-01-05,E
48.53,25.041,2021-01-05,P
48.1,37.825,2021-01-05,B
48.079,37.764,2021-01-05,B
48.09,37.825,2021-01-05,B
48.567,39.317,2021-01-06,E
48.096,37.721,2021-01-06,E
50.187,30.314,2021-01-06,R
47.207,37.75,2021-01-06,B
47.148,37.788,2021-01-06,E
48.292,25.94,2021-01-06,P
47.192,37.725,2021-01-06,E
48.1,37.825,2021-01-06,E
48.015,37.801,2021-01-06,B
50.427,30.545,2021-01-06,P
49.981,36.253,2021-01-06,P
47.408,37.898,2021-01-06,B
47.175,37.811,2021-01-06,B
48.071,37.741,2021-01-06,E
48.061,37.712,2021-01-06,E
47.172,37.854,2021-01-06,E
47.145,37.856,2021-01-06,E
48.633,38.378,2021-01-07,B
49.836,35.612,2021-01-07,P
48.431,38.255,2021-01-07,E
48.683,38.551,2021-01-07,E
47.148,37.788,2021-01-07,B
47.457,37.868,2021-01-07,E
48.139,37.75,2021-01-07,E
48.133,37.808,2021-01-07,E
47.945,37.547,2021-01-07,E
48.534,38.4,2021-01-07,E
48.669,38.485,2021-01-07,E
47.991,37.586,2021-01-07,B
47.175,37.811,2021-01-07,B
47.172,37.854,2021-01-07,B
48.356,37.927,2021-01-08,B
47.192,37.725,2021-01-08,B
48.096,37.667,2021-01-08,B
47.148,37.788,2021-01-08,E
48.133,37.808,2021-01-08,B
48.079,37.764,2021-01-08,E
48.174,37.786,2021-01-08,E
47.943,37.505,2021-01-08,E
48.121,37.831,2021-01-08,E
49.71,35.166,2021-01-08,P
47.635,34.628,2021-01-08,P
46.656,32.618,2021-01-08,P
47.83,37.647,2021-01-08,E
47.175,37.811,2021-01-08,B
48.061,37.712,2021-01-08,E
48.09,37.825,2021-01-08,E
47.145,37.856,2021-01-08,E
47.148,37.788,2021-01-09,B
48.431,38.255,2021-01-09,E
46.967,32.018,2021-01-09,P
47.943,37.505,2021-01-09,E
48.1,37.825,2021-01-09,E
49.594,34.541,2021-01-09,P
47.968,37.548,2021-01-09,E
47.175,37.811,2021-01-09,B
47.145,37.856,2021-01-09,E
47.909,33.393,2021-01-10,P
46.967,32.018,2021-01-10,P
49.594,34.541,2021-01-10,P
47.148,37.788,2021-01-10,B
49.891,36.128,2021-01-10,P
47.944,35.435,2021-01-10,P
47.567,35.786,2021-01-10,P
50.922,34.8,2021-01-10,P
48.139,37.75,2021-01-10,E
46.849,35.365,2021-01-10,P
48.34,38.324,2021-01-10,E
48.669,38.485,2021-01-10,E
47.192,37.725,2021-01-10,B
48.143,37.826,2021-01-10,B
47.315,37.845,2021-01-10,B
48.648,38.421,2021-01-10,E
49.209,37.248,2021-01-10,P
46.176,34.803,2021-01-10,P
46.754,33.349,2021-01-10,P
48.853,37.606,2021-01-10,P
48.731,37.582,2021-01-10,P
47.991,37.586,2021-01-10,B
48.541,26.48,2021-01-11,P
45.683,28.615,2021-01-11,P
48.292,25.94,2021-01-11,P
45.358,36.468,2021-01-11,S
48.731,37.582,2021-01-11,P
48.515,32.254,2021-01-11,P
48.353,25.823,2021-01-11,P
47.266,37.779,2021-01-11,E
49.594,34.541,2021-01-11,P
49.556,25.606,2021-01-11,P
49.23,28.466,2021-01-11,P
47.148,37.788,2021-01-11,B
48.902,24.845,2021-01-11,P
48.179,23.299,2021-01-11,P
48.973,24.009,2021-01-11,P
48.096,37.667,2021-01-11,B
48.139,37.75,2021-01-11,B
48.006,37.51,2021-01-11,S
48.067,37.666,2021-01-11,B
48.922,24.71,2021-01-11,P
48.648,38.421,2021-01-11,B
47.242,37.792,2021-01-11,E
47.315,37.845,2021-01-11,B
48.133,37.808,2021-01-11,E
47.099,37.82,2021-01-11,B
50.593,32.388,2021-01-11,P
49.209,37.248,2021-01-11,P
48.521,34.611,2021-01-11,P
47.968,37.548,2021-01-11,E
46.656,32.618,2021-01-11,P
47.984,37.282,2021-01-11,P
49.841,24.03,2021-01-11,P
46.464,30.739,2021-01-11,P
46.464,30.739,2021-01-11,P
47.951,37.549,2021-01-11,E
47.297,37.908,2021-01-11,E
48.079,37.764,2021-01-11,B
48.062,37.697,2021-01-11,B
47.148,37.788,2021-01-12,B
47.075,35.144,2021-01-12,P
47.848,35.16,2021-01-12,P
48.139,37.75,2021-01-12,B
48.096,37.667,2021-01-12,B
48.006,37.51,2021-01-12,E
48.679,38.514,2021-01-12,B
48.067,37.666,2021-01-12,B
48.214,37.88,2021-01-12,E
47.266,37.779,2021-01-12,E
48.672,38.56,2021-01-12,E
48.596,38.0,2021-01-12,P
48.141,23.027,2021-01-12,P
47.316,37.809,2021-01-12,B
48.692,38.604,2021-01-12,E
48.1,37.825,2021-01-12,B
48.719,38.569,2021-01-12,E
48.683,38.551,2021-01-12,E
48.133,37.808,2021-01-12,B
47.945,37.547,2021-01-12,E
48.186,37.95,2021-01-12,B
48.684,26.586,2021-01-12,P
47.63,37.843,2021-01-12,E
47.643,37.695,2021-01-12,E
48.071,37.741,2021-01-12,E
47.145,37.856,2021-01-12,E
48.062,37.697,2021-01-12,E
48.096,37.667,2021-01-13,B
48.139,37.75,2021-01-13,E
47.207,37.75,2021-01-13,E
47.943,37.505,2021-01-13,B
50.265,28.677,2021-01-13,P
48.174,37.786,2021-01-13,E
48.133,37.808,2021-01-13,B
47.13,37.836,2021-01-13,B
48.416,38.135,2021-01-13,E
47.099,37.82,2021-01-13,E
47.148,37.788,2021-01-13,B
47.316,37.809,2021-01-13,E
47.922,37.571,2021-01-13,E
47.32,33.304,2021-01-13,P
47.148,37.788,2021-01-14,B
47.944,35.435,2021-01-14,P
48.99,24.708,2021-01-14,P
47.207,37.75,2021-01-14,E
47.192,37.725,2021-01-14,B
47.943,37.505,2021-01-14,B
47.09,37.784,2021-01-14,B
48.172,37.86,2021-01-14,B
47.127,37.753,2021-01-14,E
47.315,37.845,2021-01-14,B
48.133,37.808,2021-01-14,B
50.271,30.521,2021-01-14,P
48.947,38.491,2021-01-14,S
47.848,35.16,2021-01-14,R
50.465,30.465,2021-01-14,P
47.175,37.811,2021-01-14,E
47.991,37.586,2021-01-14,E
47.145,37.856,2021-01-14,E
51.505,31.285,2021-01-15,P
49.981,36.253,2021-01-15,P
49.968,33.609,2021-01-15,P
49.594,34.541,2021-01-15,P
50.623,26.227,2021-01-15,P
50.922,34.8,2021-01-15,P
49.23,28.466,2021-01-15,P
50.265,28.677,2021-01-15,P
49.461,36.853,2021-01-15,P
49.5,32.45,2021-01-15,P
49.947,35.929,2021-01-15,P
48.63,38.549,2021-01-15,P
49.836,35.612,2021-01-15,P
49.891,36.128,2021-01-15,P
50.291,36.941,2021-01-15,P
49.823,36.051,2021-01-15,P
49.428,32.062,2021-01-15,P
46.305,30.655,2021-01-15,P
46.697,32.553,2021-01-15,P
47.567,35.786,2021-01-15,P
47.584,37.657,2021-01-15,B
47.192,37.725,2021-01-15,E
47.207,37.75,2021-01-15,E
48.356,37.927,2021-01-15,B
48.541,26.48,2021-01-15,P
48.922,24.71,2021-01-15,P
48.99,24.708,2021-01-15,P
48.635,24.569,2021-01-15,P
49.008,24.152,2021-01-15,P
48.515,32.254,2021-01-15,P
47.148,37.788,2021-01-15,B
48.133,37.808,2021-01-15,E
48.372,37.888,2021-01-15,B
46.656,32.618,2021-01-15,P
47.957,37.914,2021-01-15,B
50.726,24.163,2021-01-15,P
48.853,37.606,2021-01-15,P
46.656,32.618,2021-01-15,P
50.45,30.522,2021-01-15,P
46.464,30.739,2021-01-15,P
50.45,30.522,2021-01-15,P
50.465,30.465,2021-01-15,P
48.889,36.318,2021-01-15,P
47.175,37.811,2021-01-15,B
47.922,37.571,2021-01-15,E
48.343,37.942,2021-01-15,B
48.172,37.86,2021-01-15,B
47.848,35.16,2021-01-16,P
48.431,38.255,2021-01-16,E
47.192,37.725,2021-01-16,B
48.356,37.927,2021-01-16,E
48.34,38.324,2021-01-16,E
50.562,26.259,2021-01-16,P
50.623,26.227,2021-01-16,P
48.416,38.135,2021-01-16,E
48.121,37.831,2021-01-16,E
47.148,37.788,2021-01-16,B
47.154,37.862,2021-01-16,B
47.175,37.811,2021-01-16,B
48.343,37.942,2021-01-16,B
47.145,37.856,2021-01-16,E
48.429,38.009,2021-01-16,B
49.23,28.466,2021-01-17,P
47.099,37.82,2021-01-17,E
47.13,37.836,2021-01-17,E
47.127,37.753,2021-01-17,B
48.569,38.525,2021-01-17,E
48.133,37.808,2021-01-17,E
47.148,37.788,2021-01-17,B
48.683,38.551,2021-01-17,B
47.172,37.854,2021-01-17,E
47.127,37.86,2021-01-17,E
47.145,37.856,2021-01-17,B
48.172,25.331,2021-01-18,P
48.444,25.767,2021-01-18,P
48.353,25.823,2021-01-18,P
48.388,25.635,2021-01-18,P
48.058,26.033,2021-01-18,P
48.42,25.631,2021-01-18,P
49.594,34.541,2021-01-18,P
47.774,37.634,2021-01-18,E
48.133,37.808,2021-01-18,B
49.841,24.03,2021-01-18,P
46.656,32.618,2021-01-18,P
49.981,36.253,2021-01-18,P
47.63,37.756,2021-01-18,E
47.635,37.809,2021-01-18,E
47.922,37.571,2021-01-18,B
47.63,37.843,2021-01-18,E
47.145,37.856,2021-01-18,B
47.148,37.788,2021-01-19,E
48.356,37.927,2021-01-19,B
50.45,30.522,2021-01-19,P
50.45,30.522,2021-01-19,P
50.45,30.522,2021-01-19,P
50.45,30.522,2021-01-19,P
49.841,24.03,2021-01-19,V
47.175,37.811,2021-01-19,B
47.573,37.878,2021-01-19,B
48.343,37.942,2021-01-19,B
47.991,37.586,2021-01-19,E
47.145,37.856,2021-01-19,B
47.848,35.16,2021-01-20,P
47.542,37.781,2021-01-20,B
49.981,36.253,2021-01-20,P
47.848,35.16,2021-01-20,P
46.656,32.618,2021-01-20,P
48.922,24.71,2021-01-20,P
48.459,35.039,2021-01-20,P
49.981,36.253,2021-01-20,P
46.464,30.739,2021-01-20,P
47.175,37.811,2021-01-20,B
47.683,37.95,2021-01-20,B
48.061,37.712,2021-01-20,E
47.943,37.505,2021-01-21,E
47.242,37.792,2021-01-21,E
47.099,37.82,2021-01-21,E
48.006,37.51,2021-01-21,B
47.207,37.75,2021-01-21,E
45.837,29.614,2021-01-21,P
48.731,37.582,2021-01-21,P
47.148,37.788,2021-01-21,E
47.13,37.836,2021-01-21,E
47.127,37.753,2021-01-21,E
48.174,37.786,2021-01-21,E
48.172,37.86,2021-01-21,E
47.968,37.548,2021-01-21,E
46.656,32.618,2021-01-21,P
50.45,30.522,2021-01-21,P
50.45,30.522,2021-01-21,P
47.107,37.938,2021-01-21,E
47.175,37.811,2021-01-21,B
47.127,37.86,2021-01-21,E
47.991,37.586,2021-01-21,B
47.181,37.861,2021-01-21,E
48.096,37.721,2021-01-22,E
48.139,37.75,2021-01-22,B
47.148,37.788,2021-01-22,E
48.426,38.171,2021-01-22,B
48.209,37.793,2021-01-22,B
48.38,37.934,2021-01-22,B
48.067,37.666,2021-01-22,E
48.133,37.808,2021-01-22,E
48.174,37.786,2021-01-22,B
47.909,33.393,2021-01-22,P
49.981,36.253,2021-01-22,P
50.45,30.522,2021-01-22,P
46.464,30.739,2021-01-22,P
48.377,37.964,2021-01-22,E
47.145,37.856,2021-01-22,E
48.061,37.712,2021-01-22,B
48.09,37.825,2021-01-22,B
47.207,37.75,2021-01-23,B
47.148,37.788,2021-01-23,B
48.096,37.721,2021-01-23,E
48.139,37.75,2021-01-23,E
48.356,37.927,2021-01-23,E
47.235,37.864,2021-01-23,E
48.071,37.741,2021-01-23,B
47.943,37.505,2021-01-23,E
47.13,37.571,2021-01-23,E
48.079,37.764,2021-01-23,B
48.097,37.592,2021-01-23,E
47.382,37.962,2021-01-23,B
48.332,37.837,2021-01-23,E
48.714,38.488,2021-01-23,B
44.612,33.524,2021-01-23,P
50.427,30.454,2021-01-23,R
47.635,37.809,2021-01-23,E
48.023,37.728,2021-01-23,E
47.175,37.811,2021-01-23,E
48.377,37.964,2021-01-23,E
48.1,37.825,2021-01-23,E
48.343,37.942,2021-01-23,E
47.991,37.586,2021-01-23,E
47.148,37.788,2021-01-24,B
48.067,37.666,2021-01-24,B
48.356,37.927,2021-01-24,B
47.315,37.845,2021-01-24,E
48.1,37.825,2021-01-24,B
48.459,35.039,2021-01-24,P
49.823,36.051,2021-01-24,P
48.071,37.741,2021-01-24,B
48.343,37.942,2021-01-24,E
49.981,36.253,2021-01-25,E
46.656,32.618,2021-01-25,P
47.13,37.571,2021-01-25,P
46.967,32.018,2021-01-25,P
46.613,31.55,2021-01-25,P
50.025,35.979,2021-01-25,P
49.594,34.541,2021-01-25,P
50.265,28.677,2021-01-25,P
48.683,38.551,2021-01-25,B
48.672,38.56,2021-01-25,B
47.848,35.16,2021-01-25,P
47.148,37.788,2021-01-25,B
47.266,37.779,2021-01-25,B
47.805,37.577,2021-01-25,B
48.356,37.927,2021-01-25,E
46.656,32.618,2021-01-25,P
48.42,25.631,2021-01-25,P
48.353,25.823,2021-01-25,P
49.23,28.466,2021-01-25,P
48.292,25.94,2021-01-25,P
48.99,24.708,2021-01-25,P
50.016,32.997,2021-01-25,P
48.447,25.569,2021-01-25,P
48.405,38.082,2021-01-25,E
48.186,37.95,2021-01-25,B
47.408,37.898,2021-01-25,E
48.671,38.603,2021-01-25,B
48.133,37.808,2021-01-25,E
48.669,38.485,2021-01-25,E
50.45,30.522,2021-01-25,P
50.45,30.522,2021-01-25,P
46.464,30.739,2021-01-25,P
50.45,30.522,2021-01-25,P
46.464,30.739,2021-01-25,P
50.45,30.522,2021-01-25,P
45.349,28.841,2021-01-25,P
47.83,37.647,2021-01-25,B
47.922,37.571,2021-01-25,B
48.343,37.942,2021-01-25,B
48.079,37.764,2021-01-25,E
47.943,37.505,2021-01-26,B
47.848,35.16,2021-01-26,P
48.139,37.75,2021-01-26,E
48.584,38.357,2021-01-26,E
48.619,38.428,2021-01-26,B
48.62,38.492,2021-01-26,E
48.569,38.525,2021-01-26,E
47.408,37.898,2021-01-26,E
48.133,37.808,2021-01-26,B
48.586,38.928,2021-01-26,E
48.121,37.831,2021-01-26,E
47.099,37.82,2021-01-26,B
48.633,38.378,2021-01-26,B
48.618,39.449,2021-01-26,E
48.13,37.859,2021-01-26,E
48.534,38.4,2021-01-26,E
47.148,37.788,2021-01-26,B
48.584,39.225,2021-01-26,E
49.068,33.42,2021-01-26,P
50.427,30.545,2021-01-26,P
50.427,30.454,2021-01-26,P
47.175,37.811,2021-01-26,B
48.09,37.825,2021-01-26,B
48.553,39.174,2021-01-26,E
48.429,38.009,2021-01-27,B
47.943,37.505,2021-01-27,B
48.431,38.255,2021-01-27,E
48.139,37.75,2021-01-27,B
47.148,37.788,2021-01-27,B
47.266,37.779,2021-01-27,B
48.38,38.347,2021-01-27,E
48.1,37.825,2021-01-27,E
47.945,37.547,2021-01-27,E
48.249,37.788,2021-01-27,B
47.951,37.549,2021-01-27,E
48.133,37.808,2021-01-27,E
47.909,33.393,2021-01-27,P
48.684,26.586,2021-01-27,S
47.63,37.756,2021-01-27,B
47.635,37.809,2021-01-27,E
50.493,30.441,2021-01-27,R
47.63,37.843,2021-01-27,B
47.145,37.856,2021-01-27,E
48.09,37.825,2021-01-27,B
50.49,30.334,2021-01-27,S
