date,day,aircraft,helicopter,tank,APC,field artillery,MRL,military auto,fuel tank,drone,naval ship,anti-aircraft warfare,special equipment,mobile SRBM system,greatest losses direction,vehicles and fuel tanks,cruise missiles,Total Air Units,Total Naval Units,Total Ground Units
25/02/2022,2,10,7,80,516,49,4,100.0,60.0,0,2,0,0.0,0.0,,0.0,0.0,17.0,2,649.0
26/02/2022,3,27,26,146,706,49,4,130.0,60.0,2,2,0,0.0,0.0,,0.0,0.0,55.0,2,905.0
27/02/2022,4,27,26,150,706,50,4,130.0,60.0,2,2,0,0.0,0.0,,0.0,0.0,55.0,2,910.0
28/02/2022,5,29,29,150,816,74,21,291.0,60.0,3,2,5,0.0,0.0,,0.0,0.0,61.0,2,1066.0
01/03/2022,6,29,29,198,846,77,24,305.0,60.0,3,2,7,0.0,0.0,,0.0,0.0,61.0,2,1152.0
02/03/2022,7,30,31,211,862,85,40,355.0,60.0,3,2,9,0.0,0.0,,0.0,0.0,64.0,2,1207.0
03/03/2022,8,30,31,217,900,90,42,374.0,60.0,3,2,11,0.0,0.0,,0.0,0.0,64.0,2,1260.0
04/03/2022,9,33,37,251,939,105,50,404.0,60.0,3,2,18,0.0,0.0,,0.0,0.0,73.0,2,1363.0
05/03/2022,10,39,40,269,945,105,50,409.0,60.0,3,2,19,0.0,0.0,,0.0,0.0,82.0,2,1388.0
06/03/2022,11,44,48,285,985,109,50,447.0,60.0,4,2,21,0.0,0.0,,0.0,0.0,96.0,2,1450.0
07/03/2022,12,46,68,290,999,117,50,454.0,60.0,7,3,23,0.0,0.0,,0.0,0.0,121.0,3,1479.0
08/03/2022,13,48,80,303,1036,120,56,474.0,60.0,7,3,27,0.0,0.0,,0.0,0.0,135.0,3,1542.0
09/03/2022,14,49,81,317,1070,120,56,482.0,60.0,7,3,28,0.0,0.0,,0.0,0.0,137.0,3,1591.0
10/03/2022,15,49,81,335,1105,123,56,526.0,60.0,7,3,29,0.0,0.0,,0.0,0.0,137.0,3,1648.0
11/03/2022,16,57,83,353,1165,125,58,558.0,60.0,7,3,31,0.0,0.0,,0.0,0.0,147.0,3,1732.0
12/03/2022,17,58,83,362,1205,135,62,585.0,60.0,7,3,33,0.0,0.0,,0.0,0.0,148.0,3,1797.0
13/03/2022,18,74,86,374,1226,140,62,600.0,60.0,7,3,34,0.0,0.0,,0.0,0.0,167.0,3,1836.0
14/03/2022,19,77,90,389,1249,150,64,617.0,60.0,8,3,34,0.0,0.0,,0.0,0.0,175.0,3,1886.0
15/03/2022,20,81,95,404,1279,150,64,640.0,60.0,9,3,36,0.0,0.0,,0.0,0.0,185.0,3,1933.0
16/03/2022,21,84,108,430,1375,190,70,819.0,60.0,11,3,43,10.0,0.0,,0.0,0.0,203.0,3,2118.0
17/03/2022,22,86,108,444,1435,201,72,864.0,60.0,11,3,43,10.0,0.0,,0.0,0.0,205.0,3,2205.0
18/03/2022,23,93,112,450,1448,205,72,879.0,60.0,12,3,43,11.0,0.0,,0.0,0.0,217.0,3,2229.0
19/03/2022,24,95,115,466,1470,213,72,914.0,60.0,17,3,44,11.0,0.0,,0.0,0.0,227.0,3,2276.0
20/03/2022,25,96,118,476,1487,230,74,947.0,60.0,21,3,44,12.0,0.0,,0.0,0.0,235.0,3,2323.0
21/03/2022,26,97,121,498,1535,240,80,969.0,60.0,24,3,45,13.0,0.0,,0.0,0.0,242.0,3,2411.0
22/03/2022,27,99,123,509,1556,252,80,1000.0,70.0,35,3,45,15.0,0.0,,0.0,0.0,257.0,3,2457.0
23/03/2022,28,101,124,517,1578,267,80,1008.0,70.0,42,4,47,15.0,0.0,,0.0,0.0,267.0,4,2504.0
24/03/2022,29,108,124,530,1597,280,82,1033.0,72.0,50,4,47,16.0,0.0,,0.0,0.0,282.0,4,2552.0
25/03/2022,30,115,125,561,1625,291,90,1089.0,72.0,53,5,49,18.0,0.0,,0.0,0.0,293.0,5,2634.0
26/03/2022,31,117,127,575,1640,293,91,1131.0,73.0,56,7,51,19.0,2.0,,0.0,0.0,300.0,7,2669.0
27/03/2022,32,121,127,582,1664,294,93,1144.0,73.0,56,7,52,21.0,4.0,,0.0,0.0,304.0,7,2706.0
28/03/2022,33,123,127,586,1694,302,95,1150.0,73.0,66,7,54,21.0,4.0,,0.0,0.0,316.0,7,2752.0
29/03/2022,34,127,129,597,1710,303,96,1178.0,73.0,71,7,54,21.0,4.0,,0.0,0.0,327.0,7,2781.0
30/03/2022,35,131,131,605,1723,305,96,1184.0,75.0,81,7,54,21.0,4.0,,0.0,0.0,343.0,7,2804.0
31/03/2022,36,135,131,614,1735,311,96,1201.0,75.0,83,7,54,22.0,4.0,,0.0,0.0,349.0,7,2832.0
01/04/2022,37,143,131,625,1751,316,96,1220.0,76.0,85,7,54,24.0,4.0,,0.0,0.0,359.0,7,2866.0
02/04/2022,38,143,134,631,1776,317,100,1236.0,76.0,87,7,54,24.0,4.0,,0.0,0.0,364.0,7,2902.0
03/04/2022,39,143,134,644,1830,325,105,1249.0,76.0,89,7,54,24.0,4.0,,0.0,0.0,366.0,7,2982.0
04/04/2022,40,147,134,647,1844,330,107,1273.0,76.0,91,7,54,25.0,4.0,,0.0,0.0,372.0,7,3007.0
05/04/2022,41,150,134,676,1858,332,107,1322.0,76.0,94,7,55,25.0,4.0,,0.0,0.0,378.0,7,3053.0
06/04/2022,42,150,135,684,1861,332,107,1324.0,76.0,96,7,55,25.0,4.0,,0.0,0.0,381.0,7,3064.0
07/04/2022,43,150,135,698,1891,332,108,1358.0,76.0,111,7,55,25.0,4.0,,0.0,0.0,396.0,7,3109.0
08/04/2022,44,150,135,700,1891,333,108,1361.0,76.0,112,7,55,25.0,4.0,,0.0,0.0,397.0,7,3112.0
09/04/2022,45,151,136,705,1895,335,108,1363.0,76.0,112,7,55,25.0,4.0,,0.0,0.0,399.0,7,3123.0
10/04/2022,46,152,137,722,1911,342,108,1384.0,76.0,112,7,55,25.0,4.0,,0.0,0.0,401.0,7,3163.0
11/04/2022,47,154,137,725,1923,347,111,1387.0,76.0,119,7,55,25.0,4.0,,0.0,0.0,410.0,7,3186.0
12/04/2022,48,157,140,732,1946,349,111,1406.0,76.0,124,7,63,25.0,4.0,,0.0,0.0,421.0,7,3226.0
13/04/2022,49,158,143,739,1964,358,115,1429.0,76.0,132,7,64,25.0,4.0,,0.0,0.0,433.0,7,3265.0
14/04/2022,50,160,144,753,1968,366,122,1437.0,76.0,134,7,64,25.0,4.0,,0.0,0.0,438.0,7,3298.0
15/04/2022,51,163,144,756,1976,366,122,1443.0,76.0,135,8,66,25.0,4.0,,0.0,0.0,442.0,8,3311.0
16/04/2022,52,163,145,762,1982,371,125,1458.0,76.0,138,8,66,26.0,4.0,,0.0,0.0,446.0,8,3332.0
17/04/2022,53,165,146,773,2002,376,127,1471.0,76.0,148,8,66,27.0,4.0,,0.0,0.0,459.0,8,3371.0
18/04/2022,54,167,147,790,2041,381,130,1487.0,76.0,155,8,67,27.0,4.0,,0.0,0.0,469.0,8,3436.0
19/04/2022,55,169,150,802,2063,386,132,1495.0,76.0,158,8,67,27.0,4.0,,0.0,0.0,477.0,8,3477.0
20/04/2022,56,171,150,815,2087,391,136,1504.0,76.0,165,8,67,27.0,4.0,,0.0,0.0,486.0,8,3523.0
21/04/2022,57,172,151,829,2118,393,136,1508.0,76.0,166,8,67,27.0,4.0,,0.0,0.0,489.0,8,3570.0
22/04/2022,58,176,153,838,2162,397,138,1523.0,76.0,172,8,69,27.0,4.0,,0.0,0.0,501.0,8,3631.0
23/04/2022,59,177,154,854,2205,403,143,1543.0,76.0,182,8,69,27.0,4.0,,0.0,0.0,513.0,8,3701.0
24/04/2022,60,179,154,873,2238,408,147,1557.0,76.0,191,8,69,28.0,4.0,,0.0,0.0,524.0,8,3763.0
25/04/2022,61,181,154,884,2258,411,149,1566.0,76.0,201,8,69,28.0,4.0,Sievierodonetsk,0.0,0.0,536.0,8,3799.0
26/04/2022,62,184,154,918,2308,416,149,1643.0,76.0,205,8,69,31.0,4.0,Sievierodonetsk,0.0,0.0,543.0,8,3891.0
27/04/2022,63,185,155,939,2342,421,149,1666.0,76.0,207,8,71,31.0,4.0,Kurakhove and Izyum,0.0,0.0,547.0,8,3953.0
28/04/2022,64,187,155,970,2389,431,151,1688.0,76.0,215,8,72,31.0,4.0,Zaporizhzhia and Izyum,0.0,0.0,557.0,8,4044.0
29/04/2022,65,189,155,986,2418,435,151,1695.0,76.0,229,8,73,31.0,4.0,Izyum,0.0,0.0,573.0,8,4094.0
30/04/2022,66,190,155,1008,2445,436,151,1701.0,76.0,232,8,77,32.0,4.0,Izyum,0.0,0.0,577.0,8,4149.0
01/05/2022,67,192,155,1026,2471,451,151,0.0,0.0,245,8,80,32.0,0.0,Izyum,1796.0,84.0,676.0,8,6007.0
